Text,Label
'कर्नाटक में जिहादी साजिश तेज़  शृंगेरी में शंकराचार्य की मूर्ति को इस्लामी झंडे में लपेटा,2
'केवल धोनी और रैना ने ही क्रिकेट से सन्यास लिया है.. अमित शाह ने नही.. फिर कह रहा हूँ.. कागज ढूंढ लेना😂,0
'सुशान्त सिंह राजपूत मामले में मीडिया दर्शन पर-,0
'@SamadKhanNCP अस्सलामु अलैकुम तमाम अहले इस्लाम को इस्लामी नया साल मुबारक.,1
'बैन करो और गांन मार लो इन सब जिहादी का  #बैन_देशद्रोही_PFI,2
'@VinayDwibedi @anasinbox @avinashonly और तुम जमाती ☪️ ।  नाम मे द्विवेदी रख के काहे नसल खराब कर रहा है मुजाहिद,2
'बहुत-बहुत बधाई और हार्दिक शुभकामनाएँ और नमस्कार सोनिया गांधी जी जिंदाबाद 🤚🇮🇳,0
'@ThePushpendra_ हमने भी परमाणु बम दिवाली पे फोड़ने के लिए नही बनाये,0
'@DrKafeel_Khan अल्लाह का बहुत बहुत एहसान है हमेशा  सच्चाई की जीत होती है अल्लाह हू अकबर,1
'@SalmanNizami_ हम तो तुझे सीधा कह रहे है मर जा साले जिहादी गद्दार  धरती पर बोझ रेडिकल इस्लामिक टेरोरिस्ट,2
'@AjayLalluINC अध्यक्ष जी जिंदाबाद जिंदाबाद,0
'@ketanvirani_ शायद नहीं शत प्रतिशत वो भी जेहादी ही था,2
'@DainikBhaskar @rahatindori किससे मोहब्बत करने वाला ये नहीं बताया था  ये एक जिहादी था ये मत भूलो,2
'@chunnu_inc @KumarAshish_INC @nsui हर जोर जुलुम के टकड में संघर्ष हमारा नारा है आवाज दो हम एक इन्कलाब जिंदाबाद ✊ Nsui जिन्दाबाद ✋,0
'साला भक्तो अब बस भी करो... मोदीजी क्रिकेट भी  😂😂😂,0
'@pramodjaiswal71 @PragathShukla नोटा जिंदाबाद,0
'@_Shan_Kar_ @Being_Habibi @OpusOfAli भाई लगभग 100 से ज्यादा लोगों को मैं उनकी सही जगह पंहुचा चुका हू.  आमीन.,0
'@PreetikaVishwa1 काँग्रेस पार्टी ज़िन्दाबाद,0
'क्या तमाशा हुआ इस्लाम कि तकदीर से कत्ले साबिर हुए नारे तकबीर से,1
'Sorry बिल्कुल नहीं।किसी भी जेहादी को माफ नहीं किया जायेगा। प्रभु राम ने भी यही शिक्षा दी है।,2
'राजा साहब जिंदाबाद,0
'अंध भक्त की बहन कंगना सुशांत सिंह राजपूत की मौत पर अपनी रोटी सेकना चाहती है मैं तो पंखा था ईन का अब #boycott_kangana,0
'@NeerajDangiINC @ashokgehlot51 @INCRajasthan आदरणीय श्री @NeerajDangiINC  जी जिन्दाबाद,0
'@gudiyamishra04 @Bittu_Tufani आपके कॉमेंट्स तो माशा अल्लाह,1
'@SaKku______  भाई सब पता ह तुझे और मूवी का नाम बता कर माशा अल्लाह किया एक्टिंग की 🥺🙋\u200d♂️,0
'इंफोसिस के संस्थापक एनआर नारायण मूर्ति ने धोनी को बताया भारतीय क्रिकेट का ध्रुव तारा.,0
@Gobhiji2 @anjanaomkashyap जिहादी भाग यहां से,2
'@DilipKu35088720 भारतीय शक्ति चेतना पार्टी जिंदाबाद  🙏🙏🙏🙏🙏🙏⛳⛳⛳⛳ भारत को नशा मुक्त बनाने का संकल्प  संध्या दीदी जिंदाबाद ⛳⛳⛳,0
'@Aftabnuh @INCMP @IYCMadhya आमीन,1
'पालतू जिहादी था,2
दुनियाँ में सही मायनों मे हिन्दुओं के अलावा कोई secular नहीं है फ़िर ये ओवसी तो कटवा हैं सवाल ही पैदा नहीं होता की ये बकरा secular हैं ।,2
'@muddaabaaz @mobeenrb @AakashHassan अल्लाह हू अकबर बोल कर चिल्ला देते  अरे नहीं भूल गया आर्मी thi बोलते तो पेल दिया जाते,2
'हिंदुओं से पूछना चाहता हूं  अब क्या इस जिहादी जावेद खान का इलाज सड़क पे किया जाना चाहिए।,2
'@akhileshsharma1 अरे सर !अब ये जिहादी आपको भी बी जे पी का दलाल कहने लगे जाएंगे।,2
'आज अपनी अम्मी जान की  लंबी उम्र के लिए #आमीन  और आपकी भी ❤,1
'@Huzaifa__786 @fuckseculariasm वह आपकी बात नहीं kar रहा.. जेहादी जो दूसरों को गली देते.. हमको गुफा की पैदाइश बोलते.. उनको पेलते है वह,2
'@republic जेहादी  वहाबी मानसिकता है सब,2
'    पटवारियों का ग्रेड -पे 2400 से बढ़ाकर 3600 कर दिया है। राजस्थान कांग्रेस सरकार जिन्दाबाद।,0
'@sardanarohit @aajtak फ्लॉफ में भी विश्वा रिकर्ड बनाएगी ये जिहादी की फिल्म,2
'#GodMorningThursday  हिंदू झटकै मारहीं  मुस्लम करै हलाल। गरीबदास दोऊ दीन का  होसी हाल बिहाल।। हिन्दू हो या मुसलमान मांस खाने वाला शैतान कबीर परमात्मा ने कहा है कि हिन्दू झटके से जीव हिंसा करते हैं। मुसलमान धीरे-धीरे जीव मारते हैं। उसे हलाल किया कहते हैं। यह पाप है। https://t.co/1LPQrgro0T ,0
'    बहुत ही अच्छा फैसला है  । गहलोत जी जिंदाबाद।,0
'बस यही सदमा धौनी बर्दास्त नही कर पाए और क्रिकेट से सन्यास लेने के लिए मजबूर हो गए 😂 #Dhoni  #DhoniRaina,0
'सारे जेहादी राम के वंशज है।। जय जय श्री राम।।,2
"'आलम-ए-इस्लाम को इस्लामिक नया साल ""1442 हिज़री"" मुबारक हो! 🌹  #islamicnewyear1442  💕 @ul_manzari",1
'@NewsNationTV @bollywood_life @shahidkapoor जेहादी जनसंख्या बड़ा रहा है,2
असली मुसलमानो के सर पे जालीदार टोपी नहीं है लेकिन युगपुरुष जी के सर पे बराबर है रमजान है साब ,1
'@BarkhaS37691560 मज़ाक कर रहा हूँ अल्लाह ना करे कभी ऐसा हो अल्लाह आपको हमेशा खुश रखे आमीन,1
'@MajorPoonia जेहादी यो  को बुरका इसीलिए चाहिए नमकहराम,2
'वा अलैकुम अस्सलाम व रहमतुल्लाह    बेशक,1
'कितने राज़दार है। #सुशांत_सिंह_राजपूत केस में। सबका हिसाब होगा।,0
'सभी दोस्तों को इस्लामिक नया साल 1442 हिजरी मुबारक हो   सब ख़ुश रहो,1
'इंस्टाग्राम पोस्ट के जरिए MS Dhoni ने किया इंटरनेशनल क्रिकेट से रिटायरमे... via @YouTube,0
'@bagga_daku मामा जिंदाबाद✊🚩 महाराज जिंदाबाद✊🚩,0
'@KhubaibRah002 आमीन 😢😢😢😢😢 कीतना झूलम करेगा झालीम,1
'@DoctorRicha_IND और इस हॉस्पिटल में पेट दर्द वाले काफिरों की भी ये जेहादी डॉक्टर नसबन्दी कर देंगे,2
'@Amir73565613 @humans_writes @_ManmohanSingh @RahulGandhi @priyankagandhi Chup chusalman chadarmod ,2
'@hemantpalrana @Dchautala भाई दुष्यंत चौटाला जिंदाबाद,0
'@SarveshPanday17 सर्वेश भईया जिन्दाबाद स्वर्ण एकता जिन्दाबाद 🙏,0
'@ShilpiSinghINC आ इलाही मिट ना जानदे।।।।।।  गजरे दिल ❤️❤️❤️😛😛,1
'@SalmanNizami_ @RahulGandhi अब यें कटमुल्ला अपने ही चेहरे पर राउलबाबाने दिया हुआ अंडा फोड़ेगा।,2
'@SalmanNizami_ मैं भी तुम्हें गद्दार  जेहादी और मदरसाछाप कहता हूं    तुमको तो नहीं हुआ हार्टअटैक।।। सूअर वाली लॉजिक,2
'हिन्दुस्तान क्या इनके बाप का है जिहादी जाहिल देशविरोधी लोग,2
'@sunita_yadav122 नारी शक्ति जिन्दाबाद,0
'माशा अल्लाह   👌👌,1
'@NooruddinJangi @Halima_Sultan_ @Mahanaatma1 ओरिजिनल नाम और फोटो से आ तब ना पता चलेगा भड़वा कौन है बे जेहादी😂,2
'लाखो की भीड़ नहीं बल्कि 72 का ईमान चाहिए दुनिया में नारे तकबीर चाहिए ।  @salman,1
"'त्रुटि सुधार करो… ""केवल धोनी और रैना ने ही क्रिकेट से सन्यास लिया है.. जय अमित शाह खेलता रहेगा और विकेट लेता रहेगा""",0
'@Nargis_Ansari73 अल्लाह आपको और सलाहियत दे आमीन,1
'अब इसपर क्या कहें !!!!  दोगली पत्रकारिता  जिहादी मीडिया ।।,2
'@AcharyaPramodk ज्यादा कष्ट क्यों हो रहा है   थोड़ा बंगलौर में मारे गए जेहादी के लिए भी बचा के रखे l  वैसे जनाजे में जा रहे है  न 🙏,2
'@IPSinghSp और तुम जेहादी पुरुष हो ।,2
'अज़ीज़ भाई जनाब @Mr_khan_0092 साहब के ट्विटर पे 7 हज़ारी बनने पर बहुत बहुत मुबारकबाद 💐💐 अल्लाह आपको ख़ूब तरक़्क़ी अ…,1
'जेहादी सोच थी उसकी  कोई शायर का काम थोड़ी था!  मनाएं क्यों हम उसका गम  वो अब्दुल कलाम थोड़ी था!! #Team_KRT #KR_Team,2
'बस खाना पूर्ति नही इन्हे वैसे ही ठोकने की जरूरत है जिसके ये आदी है जिहादी ।,2
UK ने भारत को लुटा था अब जिहादी UK को लुटने पोहँच गए। जो करोगे सो भरोगे।,2
'@KrishnaMohanSha @saurabh1982awa1 जबरदस्त जिंदाबाद,0
'@FarahSajid13 माशा अल्लाह,1
'@KaafirVed मुसलमानी हुई है   माशाअल्लाह,1
'@ShayarImran @TheSamirAbbas सालगिरह की बहुत-बहुत मुबारकबाद 💐💐💐💐💐💐💐💐  ख़ुदा आपकी उम्र दराज़ करे.... आमीन,1
'@vinodkapri अपना पिछवाड़ा बचा के रखियो जिहादी,2
मैंने पूछा - मुल्ला जी बकरा ही क्यों काटते हो  बोले - बकरियां हमारा हक हैं बकरों का नहीं !!,2
"'@_sabanaqvi #RahatIndori  sou gaye    ""एक जेहादी ठग"" gaya tumhari Baap ka hindustan kahte kahte.",2
'@kamalthakurinc @AnshumanSail जिहादी पत्रकार फैजान मुस्तफ़ा,2
'@draupdi_mamta @NehaChowdhryIN7 कोन वाला बम दीवाली वाला😂,0
'@VijayVst0502 काफिर को मारो ईस्लाम यही कहता हैं और गाना गा ओ गंगा जमुनी तहजीब का,2
'@smittal_ips @DkmHindu तब तक जब तक जिहादी कौम भारत में रहगी,2
'@vinodkapri जिहादी   कोई नई स्क्रिप्ट लिखी है क्या  पार्किंग में बैठकर लिखी होगी😀,2
'@Narayan08880813 भारतीय शक्ति चेतना पार्टी जिंदाबाद शक्ति स्वरूपा संध्या दीदी जी जिंदाबाद 🇧🇴🌺🙏🙏🙏🙏🙏🙏🌺🇧🇴,0
'@pbhushan1 अब ये जिहादी भी जेल जाएगा,2
'@TheDeepak2020In ये साले बालीबुडिए सब जेहादी मानसिकता के गुलाम है अमिताभ हो  या कोई और,2
@NewsNationTV @DChaurasia2212 @manoj_gairola @GeneralBakshi ये जेहादी नहीं सुधरने वाले इनको देश से निकाल देना चाहिए,2
'@MZama31 @WasiuddinSiddi1 @naaz786nice @Nagrik18 @ProfNoorul बिस्मिल्लाह रहमाने रहीम,1
'@TS_SinghDeo टी.एस.बाबा जिन्दाबाद कांग्रेस जिन्दाबाद,0
'@suman_tadamoksh ईद मुबारक ✌️,1
'@iArmySupporter मर गया !  तो मरने दो  - कोई महान थोड़े ही था । जिहादी सोच का था  कलाम थोड़े ही था ।। #राहतइंदौरी,2
'@SuryaDevSingh0 जिहादी,2
'क्रिकेट से रिटायरमेंट लेने के बाद आगे क्या करना है जानने के लिए ‘धोनी’ को न्यूज़ चैनल देखना चाहिए।😅😅 @ravishndtv @abhisar_sharma @ppbajpai,0
'@kumari_selja बहन कुमारी सैलजा जी जिन्दाबाद।,0
'तमाम आलम इस्लाम को इस्लामिक नया साल   1442 हिजरी मुबारक हो. 🎉🎉Happy new Year 1442 Hijri.🎉🎉🎉             SADIQ.CHOTE #islamicnewyear1442Hijri,1
'इस जेहादी आतंकी की फिल्में देखने वाले ध्यान दें,2
'@yadavvarun_ @SushantBSinha पूरी रिकवरी इन जेहादीयों से ही वसूल किया जाये इनका पिछवाडा जितना ज्यादा कूटा जाएगा जेहादी उतना ही शान्त होंगे,2
'@ajaysahu8 @bhupeshbaghel बहुत बढ़िया भैया जी।   भूपेश भैया जिंदाबाद।  अजय भैया जिंदाबाद।,0
'@JubairAnsari799 माशा अल्लाह  चेहरे पे नूर भी है,1
'@iGautamshandily जेहादी है ये इस्लामिक जेहादी,2
'पीएफआई मुस्लिम युवाओं को गरीब बताकर संगठन में भरता है और दंगे के समय उनका इस्तेमाल करता है!!!  #बैन_देशद्रोही_PFI,2
'@BesuraTaansane sacha chusalman.. ,2
'सुशांत सिंह राजपूत: फ़िल्म-टीवी इंडस्ट्री के लोग कैसे डिप्रेशन में चले जाते हैं,0
'छात्र एकता जिंदाबाद राज्यपाल होश में आओ छात्र एकता जिंदाबाद #SKRAU_STOP_ONLINE_CONVOCATION @KalrajMishra  @SkrauBikaner  @icarindia,0
'@Ganeshmahali07 @BJP4Jharkhand @MundaArjun @idharampalsingh @dprakashbjp गणेश मह ली जिंदाबाद जिंदाबाद,0
'@buntysalwanshi1 हमारे यहा उसे घूघरा कहते हे दिवाली में बनता हे.,0
'@dr_kafeel_ आमीन  बाहर आ गये,1
'SSR Death Case: सुशांत सिंह राजपूत को न्याय दिलाने के लिए पटना में 1 लाख 25 हजार बार हुआ हनुमान चालीसा का पाठ,0
'कोरोना बीमारी चले जाये आमीन सुम्मा आमीन,1
'कर्बोब्ला कि शहादत याद रखना। जुबां पर या अली या हुसैन का नाम रखना।  #नारे_तकबीर,1
'@Dipaligupta122 @Sandhya_bscp भारतीय शक्ति चेतना पार्टी जिंदाबाद शक्ति स्वरूपा संध्या दीदी जी जिंदाबाद      🇧🇴🌺🙏🙏🙏🙏🙏🌺🇧🇴,0
'@sakshijoshii जेहादी पत्रकार वहाँ भी कोई कपिल मिश्रा ढूंढ रहा है,2
'@sachingupta787 इस जेहादी देशद्रोही को पुलिस तुरंत गिरफ्तार करे और इसकी सारी संपत्ति कुर्क करे,2
'हिजरी 1442 की सभी को बहुत-बहुत मुबारकबाद #newyear #Muslims  #islam,1
'@JhaGunjesh जेहादी हत्यारे को सबक़ सिखाना होगा  कड़ी कारवाई जल्द से जल्द हो मानवता डर रही है दानवता बढ़ रही है,2
'@Leo_Knock इसको देखने के बाद तो लग रहा है मुझे भी क्रिकेट देखने से संन्यास लेना पड़ेगा 😂😂😂😂,0
'@Mohsinrazabjpup जय हो भारतीय जनता पार्टी जिंदाबाद माननीय मोहसिन रजा साहब जिंदाबाद,0
'@Lalu17SP @yadavteju @Rajlakshmiyadav @spsunilyadav @BeharwalAbhi आदणीय @yadavteju जिंदाबाद,0
'@nik17995 जेहादी है सारे,2
'बस यही देख धोनी और रैना ने क्रिकेट से सन्यास ले लिया ! 🤣🤣,0
'#माशा_अल्लाह  कितनी पियारी आवाज़ है,0
'@AltafWala @SatishM81957227 @ReallySwara @KapilMishra_IND क्या किया कपिल मिश्रा ने जरा यह भी बता दे जेहादी।,2
'@Farheen___786 वालेकुम अस्सलाम 🌹 (आमीन) 🤗💖,1
'इस जेहादी को बीच चौराहे पर पहले जलील करो जूतों का माला डालो इनको सबक सिखाना चाहिए,2
@buntieey @Vimal_Raja1221 @__Cortana_ @XsSOLO_ @_imRVK182 @Black_Xat जेहादी है। या सेक्युलर.. बताओ जरा,2
'आलमे इस्लाम को इस्लामी नया साल 1442 हिज़री मुबारक हो। 🤲 #Islamic_New_Year #1st_Muharram_1442,1
'इस वक़्त जो भी वयक्ति जेहादि राहत इंदौरी को को श्रधान्जली दे रहे वो सब दोहरि जिन्दगी जीने वाले हैं।ऐसे लोग सच को सच कहने से घबराते है।😡,2
"'तमाम #आलम_ए_इस्लाम ए_इस्लाम को #आशिक़ाने_रसूलﷺ  #आशिक़ाने_अहले_बैत को  इस्लामिक साल ""1442 हिज़री""  🌹🌹 मुबारक हो ! 🌹🌹",1
'@consti_rakshak @KanganaTeam इसका पोल तो सुशांत सिंह राजपूत का वकील कभी खोल दिया था उसने कहा कि यह  कुछ कर नहीं यह अपना चलाना चाहती है,0
'@Goldenthrust @VashishthaRadha बॉलीवुड जेहादी गैंग को समाप्त करना ही होगा।।,2
'आप सभी दोस्तों को इस्लामिक नया साल 1442 हीज़री  1st  मोहर्रम की पुर खुलूस मुबारकबाद,1
'@Chandsiddiqui76 @ShagufaPerween @Shaguft58580188 @sadia_ibraheem8 माशा अल्लाह,1
'@RajSagarBsp_ @somjee_P_BSP @Mayawati Congratulations.  जयभीम  बसपा जिंदाबाद ।,0
'@Priyankavidrohi @yadavakhilesh @samajwadiparty आपका मानशिक दिवालियापन है। आखिलेश यादव जिंदाबाद,0
'तमाम आलम इस्लाम को इस्लामी नया साल मुबारक हो,1
'जिहादी raannddii,2
'@NiranjanTripa16 वैसे हिंदू कैलैंडर दो हैं  एक का नया साल दीवाली से  दूसरे का होली से?,0
'नियत ही नहीं साफ तो बरकत कहा से आएगी  जुम्मा जुम्मा नमाज़ पढ़ने से कोई जन्नत थोड़ी मिल जाएगी।,1
'@Ayesha0786786 आमीन summa आमीन 🌹,1
'@bihari_girl_ घूघरा दिवाली में बनाते हे.,0
'@NawabSufiyanAn2 आमीन,1
0,2
'अल्लाह बबीता फोगाट की बहन को करोना वायरस जैसी बीमारी से जल्द ठीक करदे/ आमीन,1
'😂😂😂😂😂 और ऐसे मूर्खों के संग्रहालय और जिहादी कोठे खुद को news पोर्टल कहते हैं,2
'#RahatIndori  शायर कम जेहादी ज्यादा थे!,2
'@Genius_Khan853 #आमीन 🙌,1
'@gudiyamishra04 ये होली के लिए है या दिवाली के लिए??,0
'@SantoshYadavMLC @yadavakhilesh जी भैया जिन्दाबाद 🙏💪,0
'@noorulhasan90 माशाअल्लाह,1
'जेहादी बेगम का राज अब जाने वाला है फड़फड़ा ले थोड़ा ओर,2
'@JVSinghINC बाबा साहब जिंदाबाद,0
'ओबरा विधानसभा के भाठ क्षेत्रमे जनसंपर्क कार्यक्रम 2022 में बाइसिकिल    @yadavakhilesh  जिंदाबाद,0
'@theabubelal @Mohamme12891179 Tera popat chudambar 6 saal ki bachhi Ayesha ko choda tha aur apni bahu zainab ko bhi. Aurat testify nahi kar sakti agar uske saath koi mard na ho tho samgha chusalman chadarmod. Dallah ke dalal🤣🤣 ,2
'युवाओ की शान पंकज भैया जिन्दाबाद,0
'@AcharyaPramodk जिहादी बाबा  ये भी तो बताओ मंदिर की हिफाज़त किससे कर रहे थे,2
@DChaurasia2212 मुनव्वर राणा किसी राजनीतिक दल का सदस्य हो ना हो जेहादी जमात का मीठी जुबान वाला जेहादी है,2
'    नारी शक्ति जिन्दाबाद।,0
'@NewsNationTV पाकिस्तान के साथ ना रिश्ते जोड़ने की जरूरत है। ना क क्रिकेट खेलने की जरूरत है। ऐसे घटिया लोगों से कोई संबंध नही रखना चाहिए।,0
'@TheDeepak2020In इस्लामिक जिहादी आतंकवादियों ने,2
'@007AliSohrab @DaudKhan3283 या अल्लाह ज़ालिमो को तबाह-ओ बर्बाद कर दे (आमीन),1
'@VishalSatra1 सुशांत सिंह राजपूत की उनके ही पैसा से हत्या हुई।,0
'@NeelamWrites सुभान अल्लाह ख्याल बेहतरीन है 🥀👍,1
'@JavedAKhan @sudhirchaudhary जिहादी को चोट लगी है.. रोने दो,2
'@MdFiRoZaLi07 @realnavedkhan1 @ProfNoorul @AasifBhandari @anjali_0004 @khanashraf045 @Ziddi_Zaarif @AshrafFem @Abu_Turab10 आमीन,1
'धोनी के सन्यास की असली वजह 🤔  इस तस्वीर को देखने के बाद ही धोनी ने क्रिकेट से सन्यास लेने का निर्णय लिया था।🙃😜,0
'@AnupamPKher नया भारत  उत्तर प्रदेश में 9 मिनट की दिवाली मनाते हुए नाथूराम भक्त..!,0
'यही वह दृश्य है 👇  जिसे देखने के बाद धोनी ने क्रिकेट से संन्यास ले लिया 😜😂😉  #DhonirainaRetires,0
'@AshuShahi03 @samajwadiparty @RajeevRai राजीव भइया जिंदाबाद,0
'@MOHAMMEDFAZLUR4 @KreatelyMedia @KapilMishra_IND Bochodi toh tere pisslam ne kiya hai  jab gadha khoda jayega qutub minar se tajmahal ki sachai bahar ayegi. Tum mulle kisi ko muh dikhane lyke nahi rahoge ,2
'@dr_kafeel_ @Shahrukhansari_ Dekh लीजिए फिर भी झूठ लगे तो अल्लाह हाफ़िज़,0
"'आप सब को ""इस्लामी नया साल मुबारक"" हो",1
'तमाम आलम-ए- इस्लाम को  जदीद इस्लामिक साल  1442 हिजरी        🌹♥️ मुबारक हो ♥️🌹  #IslamiNewYear1442Hijri,1
'@Orangishly शाना जेहादी,2
'पंचायत चुनाव में युवाओं को मौका देना चाहिए! क्या युवा केवल जिंदाबाद मुर्दाबाद के नारे लगाएंगे?,0
'@BhaavnaArora @swordof5aban ६०साल तक पहुँचते पहुँचते चालीसवाँ योगदान भी करेगा जेहादी!!!,2
'@vinodkapri जिहादी को श्रद्धांजलि नही दफनाया जाता है 2 गज़ नीचे,2
'@AasifBhandari बेशक   या हुसैन अलैहिस्सलाम,1
'@bmks_sunil Bscp जिंदाबाद 🇧🇴🇧🇴🇧🇴🇧🇴🚩🚩🚩🚩,0
'अरे वाह !!! माशा अल्लाह क्या बात ??? रब ने बना दी हुरी@miyaa_kukuduku,1
'@Chunni_lal_sahu जिंदाबाद,0
'@AchVikrmaditya जेहादी बेवकूफ होते हैं लेकिन ब्राम्हण नहीं,2
'@IPSinghSp अरे तुम इफ्तार पार्टियों के आयोजक कबसे राम राम जपने लगे  और कितने अच्छे दिन चाहिए,1
'@Smile9931 माशा अल्लाह,1
'@MajorPoonia ये कैसा डरना हैं वे #जिहादी_कोम के जाहिलों  एक पोस्ट से तुम सालो की फट जाती हैं,2
'@Real_GDBakhshi दोनों जेहादी है,2
'@captain_rx बोल  जननी जन्मभूमिश्च स्वर्गादपि गरीयसी।।  बोल जिहादी बोल,2
'@digvijaya_28 तुम फिरोज खान अंतोनियो जेहादी पगला मुस्लमान नासूर पाखंडी पप्पू का मल-मूत्र पान करो जेहादी,2
@PremShuklaBJP @NewsNationTV @DChaurasia2212 सोएब जम ई जैसा जेहादी डिबेट मे बुलाकर उचित नहीं करता मीडिया इसकी तो फंडिंग चमक गई ।,2
'@AafoNaaz इन्शाअल्लाह फतह  पाएंगे  aimim   आप लोग  दुआ में याद रखना आमीन सुम्मा,1
'जेहादी मतलब फर्जी धर्म के मामले में अंधे तो अंधे का विश्वास करना सबसे बड़ी मूर्खता है,2
'@RanaAyyub पाकिस्तान परस्त मूर्खों?मदरसा वाले? क्या चाहते हो? मीडिया हाउस मुस्लिम तुष्टिकरण में जेहादी राग अलापै?,2
'@KhanAmanatullah @LtGovDelhi अमानत भाई आप की कोशिश इंशाल्लाह रंग लाएगी और अल्लाह ताला से दुआ है इन बच्चों की गैब से मदद फरमाए! आमीन,1
'अल अमीन एजुकेशन वेलफेयर सोसाइटी ने सीबीएसई आईसीएसई के छात्रों को सम्मानित किया,0
