Text,Label
Jihadi raannddii,2
"'@ NiranjanTripa16 By the way are the Hindu calendar two, one from New Year Diwali and the other from Holi?",0
"'If the intention is not clear, then it will come from where Barkat said Jumma Jumma Namaz will get some paradise.",1
'@ Ayesha0786786 Amen summa amen,1
'@bihari_girl_ Ghooghra is made in Diwali.,0
'@ NawabSufiyanAn2 Amen,1
0,2
'Allah Babita Phogat's sister should be cured of a disease like Karona virus / Amen,1
😂😂😂😂😂 And museum of such fools and jihadi brothels call themselves news portals,2
'#RahatIndori Shire was less jihadi more!,2
'@ Genius_Khan853 # Amen 🙌,1
'@ gudiyamishra04 is it for Holi or Diwali ??,0
'@SantoshYadavMLC @yadavakhilesh ji bhaiyya jindabad 🙏💪,0
'@ noorulhasan90 MashaAllah,1
'The rule of Jehadi Begum is about to flap',2
'@JVSinghINC Baba Saheb Zindabad,0
'Public relations program in Bhat area of ​​Obra Assembly in 2022 Bicicil @yadavakhilesh zindabad,0
'@theabubelal @ Mohamme12891179 Tera popat chudambar 6 saal ki bachhi Ayesha ko choda tha aur apni bahu zainab ko bhi. Aurat testify nahi kar sakti agar uske saath koi mard na ho tho samgha chusalman chadarmod. Dallah ke dalal🤣🤣,2
Pankaj Bhaiya Jindabad,0
"@AcharyaPramodk Jihadi Baba, tell me who was protecting the temple",2
@ DChaurasia2212 Munavvar Rana is a member of a political party or not a jihadi is a sweet tongue jihadi of the Jamaat,2
'Nari Shakti Jindabad.,0
'@NewsNationTV needs to add no relationship with Pakistan. No need to play cricket. There should be no connection with such poor people.,0
'@TheDeepak2020In Islamic Jihadi Terrorists,2
'@ 007AliSohrab @ DaudKhan3283 or may Allah destroy Zalimo-O (Amen),1
'@ VishalSatra1 Sushant Singh Rajput was killed with his own money.,0
'@NeelamWrites Subhan Allah Khyal is the best 🥀👍,1
'@JavedAKhan @sudhirchaudhary Jihadi is hurt .. let it cry,2
'@ MdFiRoZaLi07 @ realnavedkhan1 @ProfNoorul @AasifBhandari @ anjali_0004 @ khanashraf045 @Ziddi_Zaarif @AshrafFem @ Abu_Turab10 Amen,1
"""The real reason for Dhoni's retirement."" After seeing this picture, Dhoni had decided to retire from cricket.",0
'@AnupamPKher Nathuram devotee celebrating 9 minutes of Diwali in New India Uttar Pradesh ..!,0
'This is the scene 👇 Dhoni retired from cricket after seeing this.' #DhonirainaRetires,0
'@ AshuShahi03 @samajwadiparty @RajeevRai Rajiv Bhaiya Zindabad,0
'@ MOHAMMEDFAZLUR4 @KreatelyMedia @KapilMishra_IND Bochodi toh tere pisslam ne kiya hai jab gadha khoda jayega qutub minar se tajmahal ki sachai bahar ayegi. Tum mulle kisi ko muh dikhane lyke nahi rahoge,2
'@dr_kafeel_ @Shahrukhansari_ Dekh Collect even if you lie then Allah Hafiz,0
"""Happy Islamic New Year to all of you""",1
'All Alam-e-Islam to Jadid Islamic Year 1442 Hijri 🌹 ♥ ️ Happy ♥ ️🌹 # IslamiNewYear1442Hijri,1
@Orangishly Shana Jihadi,2
'Youth should be given a chance in Panchayat elections! Will the youth only raise slogans of Zindabad Murdabad?,0
"'@BhaavnaArora @ swordof5aban, reaching 40 years, will contribute even the 40th Jehadi !!!",2
Tribute to @vinodkapri Jihadi is not buried 2 yards down,2
'@AasifBhandari of course or Hussain Alaihissalam,1
'@bmks_sunil Bscp Zindabad 🇧🇴🇧🇴🇧🇴🇧🇴🚩🚩🚩🚩,0
'Oh wow !!! Masha Allah what is the matter ??? God made it @ miyaa_kukuduku,1
'@Chunni_lal_sahu zindabad',0
'@AchVikrmaditya Jihadis are idiots but not Brahmins,2
'@IPSinghSp Are you the organizer of Hey Iftar parties since when Ram started chanting and how many good days are needed,1
'@ Smile9931 Masha Allah,1
"'@MajorPoonia how are you afraid, she gets ripped off for years by a post from #Jihadi_Com",2
'@Real_GDBakhshi is both a jihadi,2
'@captain_rx Bol Janani Janmabhumishch Swargadapi Gariyasi .. Speak jihadi,2
'@ digvijaya_28 You Feroz Khan Antonio Jehadi Pagla Muslim Muslim Nasur,2
"@PremShuklaBJP @NewsNationTV @ DChaurasia2212 Media does not do well by calling in Sohad Jam e jihadi debate, its funding shone.",2
'@AafoNaaz InshaAllah Fatah will get aimim to remember you in Dua Amen Summa,1
'Jihadi' means blind in the case of fake religion and it is the greatest foolishness to believe the blind.,2
'@RanaAyyub Pakistan's Poor Fools? Madrassahs?' what do you want? Jehadi ragas in media house Muslim appeasement?,2
'@KhanAmanatullah @LtGovDelhi Amanat bhai you try Inshallah will bring color and Allah tala se dua hai Help these children help from the gab! Amen,1
'Al Amin Education Welfare Society Honors CBSE ICSE Students,0
"These so-called Sanghi Hindutva contractors are getting cow licenses issued by issuing licenses in Goa and North East. # Modi_hay_to_mukkin_ is for these hypocrites, somewhere cow 🐮 mommy ... and elsewhere cow 🐮 yummy .. 🔥 🔥 @ BJP4India #NonsenseSambitPatra #Criminal_Sambit_Patra @sambitswaraj",2
"'@Vijaynathusari @DrRPNishank bhai what do you feel that after the Diwali in September, the karona will end",0
"Kangana, it will be heavy to screw you with Bahujan! Bahujan Ekta Zindabad #Take_back_Kanganas_PadmaShri",0
"#JusticeForSushantSinghRajput Sara Ali Khan and Sushant Singh Rajput were in a relationship before Riya's entry, Sushant's lawyer revealed.",0
"'@garg_trupti @TOIMumbai Perhaps their future is yet to be seen. Therefore, we have started practicing from now on. It is understood that Diwali is not far away.",0
@ vishaldutt1204 @parthtripathii Momta Bano Jehadi,2
"'@ RuhiAnsari07 and Aurangzeb? Who considers Akbar's Deen e Ilahi? Javed ji is also a devotee of Aurangzeb, fools",1
"'@advmajeedmemon Bavsir, get the treatment done in the mouth, Jihadi, in your race it is a congenital disease for everyone.",2
'@iGautamshandily Yes. Munnavar Rana is a jihadi.,2
'How long will political parties remain silent on this kind of jihadi mentality in vote bank politics. Is the security of the country even greater? #BangloreRiots,2
'@TimesNow @BSBommai Very true. Every rupee should be recovered from the jehadi people who commit violence,2
"'@ppbajpai the past has passed, never again Hafiz Khuda",0
'Jihadis are not seen in the market .... Looking for paper #WelcomeBackAmitShah,2
'@upendraINC @INCIndia @AjayLalluINC @iGauravKdixit @RahulGandhi @INCUttarPradesh @IYC @priyankagandhi @srinivasiyc राहुल गांधी जिन्दाबाद।,0
"'@ImRaina, who has announced his retirement from cricket with @msdhoni, has many records.",0
'Nice line Didi👌 humanity alive,0
'@rjfahad @shams_s Shams shanawaz जिंदाबाद,0
'@Anishasinghindu @Rahul8urSaravak @Hashtagkrikket @Sketgokhle @Anildeshmukhansap @ Thane_Rar_Police No Muslim is spoken only as a Muslim,2
'@sayba_naaz Amen Summa Amen,1
"'Seeing a lot of people are engaged in doing Rajput vs Brahmin! Now, whomever I see, I will unfollow immediately. #Amen",1
'Pay homage to the nation for Islamic Jihadist who hate Hindus !!,2
'@yadavakhilesh Akhilesh Bhaiya Zindabad Zindabad,0
'@TheAbhishek_IND all were jihadis,2
'@maariaKhanmk @ImranKhanPTI will dig the tomb of terrorist Babar's carved jihadi woman,2
'Now only these two can solve the case of # Sushant_Singh_Rajput .... 🤔 #SushantTruthNow #Casteist_Kangana,0
'Happy New Year to all of Islam 1442 Hijri',1
"'@BjpSarojini @myogiadityanath hand over Yogi ji, jihadi is also clean along with Bangalore jihad. Jai Yogi ji Maharaj",2
"'@AMISHDEVGAN, which we thought was a poet, it turned out to be a jihadi. How much darkness we were in.",2
'@ lovelywadhwa11 @ ashokgehlot51 Balwan ji punia zindabad,0
'@ nielsteyn1 @ Akash81767126 @ Avenger_Indian1 @southindiann Bhai ye chusalman hai april 2020 mein account khola hai🤣🤣. Iske tweets saare anti hindu. Abdul hai ye,2
'@vinod_bansal @myogiadityanath @Uppolice All the temples that these jihadi puppets have demolished so far should be built,2
'@ PtSanjaySharm10 Pandit Sanjay Sharma Jindabad,0
"'Yesterday was Delhi, today it is Bangalore ... any other city will change .. only a jihadist thought that is behind these riots will not change.",2
'@_Time_Machine__ @WilfredQuadros @GauravPandhi Abe has not been silent yet seen Jihadi's tweet.,2
'@ErikSolheim Crusader is Pkmkb,2
Happy Islamic New Year 1442 Hijri to all Ahl-e-Islam: May Allah bless all the peoples of the world from the wonders of Karona.,1
'Happy Jumma. #JummahMubarak,1
"'@ Drmahera552 @akhterzaidi With the death of Kalime, Kamil Iman is over. Amen or Rabal Alameen",1
Lallu Zindabad,0
'Media has no news except Sushant Singh Rajput case and floods #GodiMedia #AAJTAK,0
Sushant Singh Rajput case: CBI recreates crime scene in SSR's house and hangs dummy \ xa0 test,0
'@ Iqraquraishi1 of course Amen,1
'Allah's house is late and not blind Subhanallah,1
'@anjumgoole @TimesNow @thenewshour Kyonki chutia opposition hai ... issi me usko mudda banata..abhi bhi pappu k tweeted par lo ... dab samjh me aajayega ... pappu is a boon in disguise for bjp government,0
'@ tripathisam2020 is a Jihadi bastard,2
"""The antagonism of nationalism went to Islam. The country got a little"" relief ""went to a jihadi.",2
"#AllahDoesNotNeedQurbani Hindu Jhatkai Marahee, Muslim Karai Halal. Garibdas Dau Din Ka, Hosi Hall Bihal. The Hindu or Muslim meat-eating devil Kabir God has said that Hindus commit violence by shock. Muslims slowly kill creatures. It is called halal kiya. This is a sin.",0
'@ Hafsa_Fatima20 Wow what a great brawler Masha Allah of course Haq Firmaaya 💐💐💐❤️ Mohtarma Hafsa Fatima g,1
"'@Kush_voice You are a jihadist not a dalit, as a dalit, the entire house of that dalit was burnt, yet you are advocating jihadis.",2
'Zindabad Pradeep Bhandari Zindabad Arnab Goswami Zindabad Shweta Tripathi Zindabad Syed Sohail Zindabad,0
"'Suresh Raina, who has retired from cricket with Dhoni, has many records.",0
'@vinodkapri o was a jihadi and what honor is given to jihadists A. Who can know better than you?,2
1442 Happy Islamic New Year to Alam-e-Islam. # IslamicNewYear1442,1
'J & amp K High Court issues notice on Vaishno Devi Shrine Board's money for Iftar',1
"""Do you think the exact reason for the murder of Sushant Singh Rajput will be revealed. The CBI may be investigating but the rest of the situation is on the other side.""",0
"'@RifatJawaid @TheVikasKhanna Masha Allah the water is coming in the mouth, sir",1
'@ VijayVst0502 Shove Jihadi out of the country and save the country.,2
'@snapnchat jungle raj zindabad,0
'Jihadis and terrorists are fuckers',2
Hearty Pandya returns to the field after a long break from cricket,0
"'@BharatiReal @ Sanatan44005733 @ Rkp1501 @IAMNAVINBJP @ Manikar30023885 @ AzadSamajParty0 @ funnyboons86 @ sendi9900 @Ananya_Jatav @ vishal_9450. Brother .. and there is no guarantee of goods. She may also be the one. And one too .. I feel more Jihadi notes are seen. So, he killed by saying Mulla not even once denied",2
"'@AjazkhanActor You are a puncher, but you can only do jihadi.",2
Jai Bhim Jai Constitution BSP Zindabad Bahn Ji Zindabad,0
'Let's cultivate brotherhood. Let's become a bit modern too. What is kept in the temple mosque instead of Jama Masjid?,2
"'@SalmanNizami_ This is the world's no. There is 1 Terrorists Factory. If someone has shot an arrow, the jihadi students here tell me that.",2
"'@Nidhi is your old colleague, this jihadi",2
'@VikashMTripa @govindatripathi @Brand_Anuj said absolutely right !! Jai Shri Ram #nota_jindabad,0
'@ khalidsalmani1 @SushantBSinha find the paper. Jihadi,2
"'Or ""Allah"" my ""Ammi Abbu"" is the most precious thing in my life, always keep them safe ... ☺ * Amen *",1
'@ digvijaya_28 @ FarhanKhan88789 Inna lilahi wa ina ilahi raazi un,1
'@khanumarfa used to say that the brother-in-law became 996 jihadi.,2
'@AmbalaIgp @cmohry @anilvijminister @police_haryana @nsvirk @PoliceYnr Haryana Police Zindabad,0
'You too will come at least once a jihadi for a debate with Sambit Patra,2
"@ ashutosh82B I know if you are in India today, if anyone is against terrorists jihadi infiltration then it is bjp",2
'@anjanaomkashyap Kapil Mishra Zindabad.,0
'@ShilpiSinghINC jihadis are less in Lebanon here traitors like you are more than the population of Lebanon,2
'@yadavakhilesh inna lillahe ba ina ilahi raazi un,1
'@ipriya_____ @ PintuKu89518894 Swadeshi Apnao indigenous bomb will run in Diwali,0
"'iksikkimesetroll When you speak with your tongue, it is Diwali. 😆😆",0
'@Arvind_ljp @iChiragPaswan LJP's party Zindabad,0
'Except Arabic Jehadi Jamaat and Videsi Christian Church Missionario. All the rest of us are indigenous people of Hindu India. Happy native day,2
"'@AmitShah Mota Bhai has gone mad a few jihadis in Bangalore, arrange for his injection a little",2
'@ MohdNih20187919 @DrKafeel_Khan Amen,1
Why Sallallahu brings alaihi wasallam and religion in the middle,1
'@rohit_chahal jihadi com,2
'@ WasiuddinSiddi1 MashaAllah MashaAllah MashaAllah great brother,1
'labshalabhmani Jihadi hardcore madrasa impression,2
'@SudhinBhadoria @Mayawati BSP leader Sister Ji Zindabad,0
'Or may Allah order us who are better for all of us. Hindustan Zindabad Jai Hind!,0
'YSYadavMLA Shri Sachin Yadav ji Zindabad,0
'@ Mahekstar240 @Vandana__Indian Hindu has come to know that these people are jehadi pigs,2
'@ puran24 Watching Bollywood movies and cricket matches is just a waste of time and money I never watch,0
"'@ GeoIntel2 meet on Diwali, you will break hair by pulling hair",0
'@SonuSood brilliant awesome Zindabad Sonu Sood Ser,0
